Machine_ID,Temperature,Pressure,Vibration,Humidity,Power_Consumption,Failure
43,50.8,122.65,2.95,49.74,222.92,0
25,103.66,150.03,7.27,32.78,306.6,1
8,87.44,133.76,4.16,79.85,340.9,0
20,65.06,131.63,2.96,72.21,197.06,0
22,114.24,151.99,7.28,71.16,313.22,1
25,88.97,136.35,6.3,30.96,312.69,1
15,98.18,153.89,8.21,42.17,399.85,1
28,118.67,139.4,5.75,24.82,292.1,1
36,52.24,133.3,4.64,45.81,253.08,0
11,93.22,145.0,7.15,50.36,260.09,1
32,76.75,117.89,4.96,71.57,233.64,0
49,67.22,82.34,4.66,77.01,286.1,0
48,90.25,154.22,7.31,41.6,278.29,1
16,66.64,110.45,3.96,61.16,179.07,0
1,76.19,126.25,3.38,54.11,315.33,0
49,105.88,137.05,8.75,74.35,309.39,1
11,107.5,126.77,6.55,27.88,206.98,1
21,76.34,125.75,2.46,67.41,182.72,0
30,92.13,128.06,7.75,76.31,363.29,1
23,73.69,120.24,2.81,68.67,270.69,0
17,67.64,129.83,3.43,58.43,247.34,0
28,63.11,141.02,4.74,22.26,329.17,0
40,99.83,149.25,6.8,44.38,320.64,1
10,71.21,138.13,6.7,73.83,351.97,1
6,83.03,100.32,2.09,75.1,219.47,0
22,93.66,189.17,4.38,45.95,427.57,1
28,79.8,117.98,3.28,61.4,218.9,0
47,66.6,109.14,2.75,31.52,257.02,0
36,80.4,137.51,5.76,37.17,386.95,1
29,80.38,158.05,8.71,49.92,324.63,1
46,80.21,111.6,2.89,66.27,257.8,0
31,49.74,114.73,4.8,56.7,313.92,0
12,97.6,139.06,7.42,37.67,357.43,1
17,76.01,127.18,3.01,59.3,174.22,0
25,72.41,115.86,3.01,44.8,260.17,0
41,72.09,108.53,4.51,69.16,259.64,0
3,56.01,132.78,3.74,47.23,247.4,0
25,81.49,127.44,3.06,46.16,181.31,0
20,76.83,158.47,5.01,75.84,344.09,1
17,83.01,115.31,3.81,38.29,287.24,0
48,92.18,161.11,5.69,62.65,417.49,1
23,67.9,120.09,4.13,27.82,301.89,0
5,66.95,135.79,2.69,30.12,220.99,0
17,113.88,122.68,7.52,71.69,315.12,1
36,92.18,142.73,6.12,66.95,307.7,1
17,96.88,127.1,2.44,61.15,210.0,0
42,93.95,142.1,5.61,72.8,341.46,1
17,76.96,105.03,3.3,57.4,298.2,0
40,76.2,102.03,3.76,59.33,279.43,0
6,88.68,84.45,1.85,31.51,318.57,0
14,77.47,116.62,4.97,49.83,331.07,0
32,100.79,170.55,6.19,43.53,316.39,1
19,64.29,102.51,2.82,44.57,233.62,0
43,91.0,152.68,5.21,53.34,331.86,1
13,65.16,129.61,6.67,54.44,270.08,0
5,94.74,141.53,9.11,28.31,337.84,1
38,111.43,178.4,5.64,43.31,308.8,1
7,91.75,127.18,9.19,62.06,340.15,1
29,58.67,136.17,4.66,68.1,211.24,0
8,86.98,138.49,5.93,60.01,303.65,1
22,82.9,185.4,6.0,50.66,360.96,1
40,62.07,130.69,1.27,49.22,296.73,0
24,86.78,123.73,6.89,43.11,372.14,1
18,112.74,170.17,3.4,65.2,407.41,1
41,98.62,147.66,4.39,27.87,336.76,1
38,99.89,101.89,8.34,60.44,389.44,1
35,80.08,88.55,3.26,74.74,250.16,0
33,99.02,135.73,3.46,50.6,276.36,0
40,72.34,103.23,2.96,62.8,256.39,0
5,96.04,121.48,5.69,45.79,341.19,1
23,57.37,138.26,4.08,71.52,211.03,0
34,82.79,116.81,3.47,42.44,262.2,0
41,78.63,103.83,3.25,70.1,261.62,0
22,74.25,128.41,2.09,41.4,197.95,0
39,96.49,134.09,5.41,67.43,351.85,1
24,66.3,112.08,4.44,58.17,178.06,0
2,81.02,131.93,6.47,25.46,392.94,1
14,80.38,120.66,3.57,38.99,291.7,0
34,90.32,100.71,4.19,71.03,254.86,0
19,92.24,146.38,6.76,35.92,383.08,1
49,106.79,158.16,6.78,60.66,324.47,1
5,72.3,121.03,3.94,44.63,307.35,0
27,93.67,151.32,6.83,74.92,260.48,1
19,112.34,168.78,7.09,56.42,262.83,1
21,91.82,178.71,5.87,74.07,368.96,1
41,79.22,95.08,4.78,50.19,249.4,0
32,68.82,124.72,4.28,63.96,236.33,0
25,93.33,143.41,7.22,68.87,277.65,1
18,102.34,157.74,7.88,64.14,230.3,1
29,80.02,136.23,4.03,79.45,371.2,1
36,110.01,141.34,6.62,68.71,363.19,1
2,110.36,146.51,5.72,60.91,309.18,1
45,92.6,144.21,6.64,22.5,387.85,1
36,78.04,94.39,4.81,52.02,297.06,0
42,86.75,135.72,1.67,46.45,313.01,0
19,96.73,152.86,7.5,57.35,329.84,1
49,74.85,109.01,4.76,63.22,226.87,0
30,69.7,125.68,1.18,54.24,282.76,0
40,77.98,127.85,3.11,46.98,194.46,0
50,91.17,158.25,8.83,64.63,359.75,1
10,71.04,111.53,3.11,26.56,217.06,0
22,108.87,152.43,9.2,22.72,345.84,1
49,70.04,122.47,5.82,66.03,245.33,0
47,107.27,175.53,6.88,52.24,340.35,1
37,101.14,134.07,6.47,75.08,269.14,1
23,71.96,130.98,3.53,59.05,194.9,0
13,96.95,166.25,6.22,23.78,301.5,1
24,111.49,168.02,4.0,70.11,394.53,1
34,89.18,153.53,7.32,56.28,346.67,1
5,111.09,169.42,6.06,34.25,227.24,1
38,99.8,133.94,5.88,66.92,296.62,1
35,95.02,153.29,4.87,68.72,296.54,0
26,75.74,115.8,4.46,34.29,258.35,0
42,96.91,150.1,9.53,46.96,315.4,1
50,82.33,108.31,2.65,34.83,190.26,0
26,63.43,130.06,4.05,51.21,193.04,0
49,63.29,130.33,2.53,71.2,216.59,0
35,116.24,175.83,3.87,53.66,350.95,1
4,92.98,156.35,9.93,28.92,377.53,1
48,88.14,114.28,4.43,47.5,265.69,0
12,89.81,156.74,8.08,51.53,270.4,1
44,93.62,159.13,6.75,56.37,338.27,1
39,87.68,121.76,9.26,34.42,326.13,1
7,95.61,148.22,5.92,73.09,366.4,1
48,99.86,158.44,5.42,48.09,461.23,1
34,62.1,126.51,3.42,71.2,222.71,0
8,104.02,161.99,6.0,29.76,359.45,1
49,80.65,114.36,3.93,57.2,235.94,0
38,72.04,107.23,2.79,23.94,222.23,0
32,129.92,149.07,5.33,40.57,393.46,1
32,77.51,136.94,3.85,30.58,244.61,0
29,75.52,120.44,3.67,22.46,288.49,0
19,77.65,114.37,1.99,73.65,269.82,0
18,58.56,130.52,5.08,75.96,222.09,0
40,119.48,168.46,6.8,63.76,281.39,1
11,94.48,148.5,7.12,26.29,334.54,1
9,92.94,162.56,7.64,59.39,389.94,1
32,85.9,113.1,2.36,49.03,260.5,0
44,78.75,112.81,1.97,38.2,310.59,0
26,71.01,125.18,4.71,75.34,211.32,0
12,71.08,110.16,3.59,22.63,289.81,0
4,82.08,119.63,2.68,55.55,318.57,0
14,100.97,154.18,6.54,60.93,337.73,1
22,75.64,122.12,3.59,70.13,283.46,0
31,68.54,134.4,3.82,29.5,121.36,0
12,84.96,104.73,3.61,71.36,236.44,0
47,92.27,109.43,2.03,38.87,249.73,0
39,111.11,147.02,5.47,27.24,376.58,1
28,81.75,127.74,7.3,61.2,394.21,1
6,78.53,144.4,2.89,35.43,255.66,0
48,111.6,150.39,5.91,65.67,324.68,1
26,77.4,135.2,4.09,37.75,243.03,0
36,67.75,108.98,3.02,67.42,196.53,0
8,93.73,154.27,6.6,78.91,326.57,1
23,72.82,127.97,3.88,35.44,302.01,0
27,107.02,182.9,5.4,28.38,372.3,1
40,71.23,103.47,3.24,37.24,193.46,0
29,91.14,169.82,4.19,63.93,251.74,1
45,108.38,149.25,6.44,52.08,314.98,1
30,59.73,111.02,4.62,41.1,295.63,0
1,68.38,118.07,3.55,26.05,181.1,0
16,83.47,167.48,7.31,58.92,352.95,1
47,102.49,158.84,8.14,79.83,383.49,1
40,98.21,147.88,6.18,68.58,271.4,1
19,85.21,135.8,7.32,47.34,415.13,1
25,69.73,123.67,3.06,47.0,286.05,0
45,76.41,139.24,4.64,63.0,333.31,1
31,70.72,107.02,3.2,76.74,292.9,0
29,80.28,107.39,4.54,57.48,217.93,0
30,78.67,145.16,1.27,77.95,237.65,0
27,107.89,162.41,5.94,75.78,317.69,1
8,69.53,127.88,2.67,47.89,249.1,0
29,95.62,152.81,7.25,23.24,364.18,1
19,112.72,152.22,6.21,78.04,293.19,1
25,93.24,139.77,6.42,74.36,304.05,1
37,117.58,168.87,4.47,51.03,343.24,1
26,84.8,170.38,7.02,27.6,338.04,1
8,105.01,140.13,7.22,56.62,322.1,1
49,80.49,148.57,2.54,37.27,300.2,0
20,92.11,207.59,6.58,37.54,321.67,1
19,59.63,105.3,3.4,48.92,218.61,0
14,98.87,166.77,7.23,71.9,338.87,1
48,71.27,136.67,2.86,79.67,273.6,0
11,92.64,142.2,7.1,48.04,291.29,1
13,82.72,128.98,2.53,64.89,263.6,0
6,92.93,129.08,4.58,64.78,248.32,0
9,89.13,145.77,6.54,74.5,387.85,1
19,100.79,157.45,8.47,36.72,375.15,1
42,96.88,165.29,7.48,30.12,353.77,1
31,59.47,135.67,3.77,21.22,339.98,0
7,76.26,128.0,3.5,34.72,211.82,0
1,86.58,168.27,4.43,30.02,347.36,1
11,67.98,152.68,6.98,22.85,323.25,1
20,89.55,117.81,1.27,79.23,262.71,0
8,105.78,133.95,7.58,39.47,309.27,1
50,83.13,131.71,5.74,52.67,199.42,0
10,99.54,169.36,8.76,31.36,234.65,1
30,94.82,132.4,4.5,72.73,278.15,0
48,77.54,109.53,3.07,23.64,187.58,0
2,74.75,112.61,4.11,31.57,255.4,0
29,92.54,160.64,8.27,28.19,329.17,1
5,94.38,147.04,5.48,48.9,328.35,1
47,97.92,135.88,6.15,74.84,299.31,1
27,113.65,141.56,7.48,56.72,285.87,1
16,79.83,107.11,6.03,59.72,325.68,0
20,109.66,160.17,5.35,39.3,261.81,1
45,88.06,123.15,2.89,52.07,210.89,0
15,92.94,150.83,5.95,69.89,392.61,1
35,114.22,142.17,8.04,51.26,305.28,1
6,81.08,108.74,5.0,74.58,325.23,0
23,125.34,151.92,6.49,65.97,330.0,1
45,92.74,158.98,7.18,59.55,357.2,1
25,80.59,156.62,1.49,55.8,188.16,0
26,76.09,118.2,2.0,66.2,216.44,0
14,55.45,108.23,3.83,20.08,218.24,0
46,98.23,177.62,7.73,36.15,343.63,1
48,69.27,108.16,1.54,53.98,297.43,0
49,84.02,108.6,4.1,65.2,272.7,0
40,93.67,150.18,5.54,63.44,350.39,1
14,113.37,141.87,6.27,63.83,388.99,1
14,107.67,171.76,6.86,74.27,350.0,1
21,68.72,107.33,4.2,59.71,222.26,0
37,70.33,124.15,3.53,22.3,207.66,0
45,87.11,151.36,3.28,30.74,340.19,1
32,87.2,148.55,6.8,60.25,339.61,1
32,71.83,102.24,1.33,35.92,190.51,0
17,92.4,136.34,7.12,53.72,338.25,1
3,99.79,159.15,7.44,63.29,347.65,1
34,77.16,98.73,4.77,48.39,258.32,0
11,96.24,158.04,5.76,34.87,385.25,1
31,83.38,115.95,4.4,43.78,301.63,0
42,95.77,183.12,8.4,77.45,332.93,1
38,75.95,131.7,4.94,53.62,217.5,0
30,66.72,104.67,3.45,51.03,274.85,0
46,76.57,109.06,3.77,77.04,210.7,0
40,92.38,152.03,6.43,28.81,452.96,1
38,89.17,150.74,4.72,55.48,326.52,1
37,99.09,134.69,6.51,48.5,409.81,1
18,104.01,153.88,4.47,77.02,373.59,1
40,119.16,159.08,8.83,44.07,341.34,1
48,102.2,152.12,6.61,57.31,317.41,1
47,97.23,134.03,5.13,52.01,305.61,1
10,81.33,112.18,4.97,20.14,295.97,0
24,63.44,125.42,2.4,43.98,246.98,0
32,74.7,132.44,2.9,53.14,230.01,0
20,86.26,151.81,5.97,75.91,282.35,0
29,80.49,120.36,4.69,73.05,199.44,0
36,89.25,143.07,6.45,25.31,443.88,1
37,74.15,99.48,2.54,78.56,253.49,0
48,83.61,169.84,5.9,45.31,297.66,1
32,65.63,122.39,3.68,61.36,245.17,0
33,69.93,145.54,5.17,28.13,301.68,0
11,83.31,112.21,3.56,75.85,209.68,0
8,75.24,174.76,5.39,64.36,404.02,1
28,98.24,136.0,5.85,34.57,332.44,1
23,80.72,123.32,2.75,55.15,202.69,0
35,83.18,96.38,2.14,51.61,273.3,0
12,107.97,137.88,10.3,25.48,349.88,1
16,81.97,166.65,6.15,55.27,190.74,1
15,80.51,112.62,4.23,38.59,292.41,0
42,83.24,179.06,4.67,77.17,300.29,1
21,93.72,178.0,6.58,38.75,341.21,1
10,102.19,136.62,6.78,69.16,371.07,1
33,67.57,124.97,2.72,25.94,173.62,0
8,46.12,100.63,3.7,38.14,253.87,0
40,96.86,145.78,6.85,78.16,417.66,1
35,71.34,112.12,2.84,76.58,261.97,0
3,94.85,177.64,5.92,57.54,288.74,1
25,78.02,121.74,4.28,72.13,254.73,0
4,76.98,105.18,3.64,64.86,261.61,0
25,80.84,133.98,2.99,79.95,258.09,0
5,81.83,131.03,4.23,70.04,319.27,1
25,94.85,130.65,6.48,35.82,335.7,1
45,77.66,101.76,3.06,61.51,254.99,0
40,101.95,112.5,6.2,57.09,337.81,1
22,70.12,120.75,3.66,56.18,285.5,0
35,94.84,157.52,5.04,47.04,349.12,1
11,77.14,118.4,6.15,23.81,210.01,0
48,86.13,171.59,5.11,51.64,319.45,1
47,72.09,142.56,5.25,77.06,256.53,0
49,81.24,132.15,2.95,48.81,274.79,0
25,101.53,121.64,7.54,74.02,372.59,1
33,84.63,147.97,1.97,71.94,259.6,0
50,108.63,156.38,5.49,69.62,308.37,1
22,93.46,155.69,6.73,58.46,451.88,1
39,94.73,154.79,5.98,71.28,318.48,1
28,88.13,174.62,5.21,33.26,416.83,1
39,84.04,132.66,4.22,26.92,275.49,0
25,93.92,161.37,8.26,67.82,343.74,1
16,75.08,136.24,6.05,51.16,326.71,1
23,93.77,162.43,6.98,28.86,368.27,1
10,99.49,171.42,7.96,68.57,368.26,1
24,63.66,107.68,2.5,65.39,224.78,0
49,100.61,104.29,7.22,45.04,369.43,1
50,67.65,127.11,2.77,74.45,298.38,0
34,78.51,146.5,2.0,60.31,261.16,0
26,76.92,104.82,3.35,31.62,236.38,0
26,78.35,134.91,3.78,58.46,224.35,0
6,103.08,155.58,4.85,47.46,369.24,1
3,55.7,134.93,3.99,47.56,261.93,0
4,81.59,121.67,3.97,39.96,283.83,0
28,79.58,168.34,7.82,64.31,375.92,1
22,82.79,146.02,2.34,24.33,298.26,0
41,105.55,153.23,5.98,64.04,286.92,1
8,94.51,153.97,6.43,63.19,272.77,1
43,67.83,134.95,4.05,59.64,247.27,0
20,82.29,119.43,2.49,23.8,204.74,0
7,85.44,118.89,3.34,75.8,208.62,0
4,84.85,153.63,3.49,27.07,319.7,1
28,88.11,115.49,3.33,42.0,142.97,0
46,76.92,109.61,2.31,68.08,261.87,0
8,93.87,100.48,3.07,41.82,150.85,0
45,84.43,151.81,6.32,72.96,301.58,1
18,88.41,140.99,5.64,75.25,294.73,1
44,110.26,153.41,8.04,57.84,284.51,1
5,81.8,109.46,0.87,45.82,222.11,0
9,104.53,135.63,5.79,29.99,284.87,1
49,114.48,171.38,6.32,56.97,310.18,1
1,72.74,143.38,2.7,69.89,249.19,0
5,78.39,138.05,4.2,21.87,268.08,0
35,72.91,128.08,0.51,60.11,284.11,0
17,69.11,124.03,4.28,54.78,276.39,0
14,91.44,182.57,7.92,61.25,361.7,1
32,67.64,112.96,4.17,68.64,196.98,0
27,104.34,177.19,4.65,21.98,289.56,1
25,63.89,122.3,5.45,35.36,170.75,0
39,54.65,118.7,3.74,31.83,300.67,0
25,92.75,157.01,5.68,50.35,426.83,1
13,100.92,167.05,6.17,34.05,363.9,1
19,89.19,138.78,5.11,33.52,314.35,1
36,62.93,104.98,2.27,77.69,213.13,0
34,81.02,118.88,2.81,37.11,254.01,0
12,93.91,177.02,5.68,35.4,359.02,1
9,99.7,135.26,5.23,26.71,306.89,1
20,73.06,100.94,4.89,22.01,212.17,0
2,73.29,159.27,3.45,28.43,268.99,1
12,100.03,142.61,6.32,40.55,338.99,1
27,92.79,159.66,6.8,79.38,374.13,1
2,80.12,123.27,3.86,32.52,278.19,0
47,57.41,118.88,5.08,66.34,257.65,0
41,104.65,108.95,2.22,22.37,246.18,0
30,82.8,124.98,2.77,42.7,221.04,0
20,66.57,145.85,2.19,62.85,168.61,0
38,98.57,156.35,6.11,41.15,370.77,1
46,79.98,154.25,6.06,63.9,444.19,1
41,82.43,145.97,8.09,49.05,234.02,1
45,105.83,132.72,7.68,23.16,315.21,1
20,86.63,115.85,8.11,31.03,358.1,1
46,95.94,154.68,6.73,51.57,446.82,1
5,83.49,114.49,4.94,40.18,262.78,0
7,77.37,114.03,1.31,40.23,190.01,0
7,105.71,149.44,8.04,50.42,300.54,1
48,104.54,153.31,4.01,75.49,382.95,1
33,82.71,93.2,4.36,36.78,266.59,0
24,109.67,150.12,7.26,51.55,294.04,1
50,116.02,159.46,8.46,37.86,290.27,1
35,93.25,122.73,4.31,43.11,370.28,1
5,70.14,103.23,2.51,27.69,246.46,0
18,95.14,156.6,4.19,39.54,355.14,1
4,97.51,124.59,6.55,70.55,343.69,1
10,70.82,131.39,2.99,36.44,321.96,0
27,103.86,158.62,9.15,74.31,282.92,1
42,100.78,165.65,5.6,71.23,344.62,1
50,100.51,146.71,6.66,23.79,221.93,1
9,79.15,168.2,6.73,69.19,357.62,1
22,80.44,143.01,8.37,30.44,306.51,1
7,91.43,167.75,4.39,40.85,288.45,1
13,102.21,149.87,6.59,59.71,249.4,1
26,102.78,149.47,6.59,61.62,321.83,1
10,86.27,149.03,2.29,32.03,155.69,0
39,74.37,120.01,2.75,49.32,310.91,0
35,73.58,183.01,7.91,45.43,224.74,1
9,81.41,140.94,7.93,25.48,390.8,1
9,98.29,109.39,3.38,56.06,317.69,0
39,87.08,117.87,3.98,74.86,204.96,0
3,85.29,115.25,3.54,46.9,284.51,0
32,83.28,104.58,2.95,58.0,257.01,0
49,76.39,128.24,3.19,34.2,237.7,0
3,52.66,138.67,4.42,77.36,216.78,0
9,60.59,95.65,4.52,20.77,258.84,0
48,68.12,115.76,3.29,76.81,286.79,0
26,98.89,142.8,4.7,56.81,282.7,1
38,62.24,128.31,3.2,32.37,220.5,0
45,61.56,116.57,3.54,51.79,193.37,0
15,59.42,130.35,2.4,27.82,270.69,0
24,80.0,109.76,5.73,51.92,221.28,0
1,104.48,173.87,4.1,77.45,348.36,1
8,81.44,127.93,2.19,52.01,189.76,0
36,96.29,158.17,7.98,44.93,377.21,1
38,98.11,128.41,2.65,59.61,239.14,1
43,70.89,114.06,4.99,63.49,308.82,0
11,77.12,85.04,2.11,45.63,211.34,0
3,62.22,104.8,0.86,29.04,185.16,0
43,111.49,121.63,2.94,32.95,492.58,1
1,62.55,104.37,5.7,66.7,256.39,0
30,65.98,116.38,2.02,49.88,287.44,0
28,93.11,148.64,3.59,70.98,183.52,0
32,96.13,143.45,7.11,65.34,239.72,1
9,69.21,104.44,2.87,78.67,230.02,0
30,102.3,164.97,5.74,66.3,354.87,1
16,69.13,117.5,2.59,35.89,185.97,0
5,97.78,162.69,7.34,69.29,304.7,1
8,86.24,132.84,8.92,45.53,305.87,1
9,96.23,167.46,5.56,24.52,378.6,1
48,97.56,142.08,7.69,78.4,347.42,1
34,102.19,147.52,6.2,63.54,291.48,1
9,93.33,104.7,5.77,54.14,495.25,1
28,104.25,132.69,6.67,66.12,325.72,1
19,89.36,137.48,5.32,60.9,326.9,1
36,79.01,108.31,2.02,74.65,256.31,0
20,78.97,129.45,4.38,40.14,204.94,0
29,72.0,125.17,1.35,36.03,185.79,0
40,89.92,132.31,3.74,23.32,235.46,0
28,91.31,127.27,2.13,33.01,183.92,0
18,66.62,122.87,3.43,69.68,231.2,0
38,93.86,132.62,6.96,47.44,383.27,1
3,77.04,98.58,0.35,64.13,278.16,0
33,71.38,127.98,3.95,34.01,251.86,0
40,78.39,94.92,4.47,63.87,222.45,0
28,96.91,191.62,5.27,78.36,322.01,1
3,81.19,128.69,3.58,71.86,236.93,0
38,96.05,155.93,4.12,73.9,333.66,1
15,54.06,129.8,1.15,37.18,183.9,0
4,76.63,104.66,2.56,63.78,281.36,0
44,88.53,178.21,7.01,41.24,281.59,1
36,72.04,102.93,1.98,39.18,328.7,0
11,98.92,189.39,7.25,51.75,377.18,1
3,91.18,134.55,7.37,48.4,363.73,1
38,87.49,133.26,5.06,41.28,345.04,1
14,90.49,175.63,6.18,68.21,396.98,1
18,89.74,142.16,5.55,20.98,384.03,1
41,89.35,112.81,3.45,60.0,197.97,0
17,96.78,142.56,8.32,63.43,371.4,1
25,84.51,122.31,4.21,24.3,278.93,0
47,66.36,101.32,4.73,24.39,214.75,0
14,103.62,131.71,7.46,25.89,339.15,1
38,86.66,95.44,4.08,31.89,224.37,0
45,90.13,173.95,8.18,71.04,342.16,1
8,110.23,165.59,4.97,33.81,297.3,1
40,87.72,107.53,3.81,21.46,264.87,0
13,72.7,115.96,3.73,21.16,274.04,0
16,82.99,111.81,3.41,52.69,300.1,0
47,103.57,169.58,5.16,55.24,337.26,1
5,83.73,117.96,3.5,24.03,248.72,0
27,60.52,109.08,1.99,20.82,254.63,0
4,98.69,133.73,8.33,70.3,331.29,1
15,82.38,151.95,4.84,71.22,294.92,1
28,74.12,96.7,5.1,23.21,267.51,0
50,100.89,155.86,7.71,22.86,338.18,1
29,59.74,141.83,3.98,42.42,227.42,0
39,80.75,107.83,4.68,29.29,233.84,0
6,67.66,100.54,3.53,57.29,289.36,0
15,75.38,133.77,2.94,30.6,239.14,0
33,81.35,119.21,4.83,52.26,278.57,0
49,106.05,179.16,6.31,53.8,330.51,1
26,114.35,152.57,7.55,53.67,346.95,1
23,67.04,133.35,3.4,35.38,287.57,0
43,92.65,163.51,4.56,49.06,357.73,1
23,91.81,87.54,3.85,52.19,303.46,0
3,81.33,115.08,5.58,54.17,210.12,0
2,103.83,125.88,6.53,35.24,278.81,1
28,80.78,95.63,4.99,30.11,252.26,0
45,114.76,130.01,7.07,36.73,421.13,1
47,82.53,116.78,2.71,47.86,270.13,0
34,106.05,184.76,8.25,46.32,340.0,1
39,77.37,131.14,1.83,78.7,247.76,0
46,53.99,102.84,4.95,31.21,246.32,0
2,75.59,111.93,3.32,34.82,260.37,0
34,121.21,147.51,5.11,70.31,351.79,1
19,62.86,108.12,4.23,40.46,256.14,0
21,92.42,145.02,7.69,24.99,368.99,1
4,97.1,166.83,6.99,56.59,292.31,1
11,82.2,93.84,4.07,44.17,213.85,0
6,102.31,121.28,4.0,53.25,213.21,0
21,108.07,154.71,5.24,43.73,302.18,1
49,98.24,132.82,7.32,68.75,372.59,1
1,97.9,131.04,7.57,36.03,351.68,1
32,105.47,161.06,9.08,43.07,356.69,1
5,91.79,171.77,5.97,58.47,281.51,1
15,82.24,142.37,5.46,63.4,332.52,1
14,93.78,153.39,5.89,52.35,334.98,1
4,75.5,108.44,2.94,51.09,289.1,0
12,67.28,131.48,2.63,60.28,202.22,0
39,110.56,149.65,6.72,52.95,344.41,1
31,74.76,94.47,3.84,29.03,214.49,0
30,100.65,143.14,8.12,78.31,378.81,1
27,80.34,179.28,5.04,72.63,306.18,1
30,83.93,150.95,4.46,53.21,283.15,1
19,92.86,174.54,7.42,57.24,349.92,1
30,90.86,92.31,2.61,62.53,259.54,0
33,81.75,139.05,5.58,45.11,303.66,1
45,65.62,109.19,2.69,42.61,242.11,0
49,64.06,124.95,1.46,39.3,226.35,0
14,82.85,128.73,5.05,53.0,311.21,1
23,105.71,151.4,6.11,66.21,354.9,1
7,96.4,180.17,8.11,52.49,335.0,1
44,115.15,166.67,8.58,39.79,340.78,1
30,114.38,160.23,4.16,46.34,320.87,1
3,112.46,147.11,7.8,39.11,326.9,1
15,97.91,148.59,5.86,76.12,282.18,1
49,90.14,153.56,7.3,60.77,315.33,1
49,63.9,121.1,3.26,49.78,282.35,0
2,71.93,111.31,5.18,25.25,285.74,0
15,103.9,147.78,7.03,71.72,237.73,1
7,73.95,123.78,2.37,72.03,246.77,0
21,117.92,143.83,6.2,23.89,328.04,1
10,74.95,110.85,3.71,33.47,347.05,0
24,74.92,127.81,1.5,72.88,209.43,0
20,95.45,136.54,8.42,75.62,355.09,1
9,101.95,134.27,7.71,31.47,318.65,1
42,63.53,134.96,3.93,29.56,210.2,0
17,78.43,94.97,3.38,45.79,297.82,0
33,92.38,131.86,7.92,28.6,324.89,1
20,97.58,159.57,7.35,75.02,326.25,1
11,97.08,138.38,8.07,57.35,310.84,1
4,95.81,145.19,8.77,51.82,363.67,1
23,100.23,166.48,9.09,39.15,332.98,1
29,90.53,136.89,4.8,25.97,213.58,1
39,75.3,144.47,6.12,66.81,383.5,1
14,112.4,147.25,8.35,45.53,393.51,1
18,84.63,141.05,7.07,47.88,368.79,1
4,110.47,149.77,6.03,75.28,337.31,1
20,98.24,172.06,8.12,36.66,375.08,1
39,100.82,148.81,5.64,68.09,387.38,1
33,78.19,125.08,2.81,77.22,290.04,0
36,69.85,119.01,5.26,25.35,243.15,0
44,69.82,103.24,2.17,76.31,272.73,0
41,106.97,170.42,6.36,60.05,398.56,1
23,97.21,144.97,5.8,28.92,330.32,1
16,102.26,145.78,9.25,63.04,327.35,1
48,89.29,150.37,6.45,20.97,312.25,1
3,82.01,121.12,4.16,46.58,250.64,0
39,88.74,145.34,6.08,55.99,376.11,1
6,99.96,161.37,6.61,33.09,339.37,1
6,100.68,141.84,5.21,36.18,286.66,1
8,116.65,143.17,7.99,67.36,313.85,1
31,97.69,178.93,7.36,72.89,373.7,1
43,87.66,123.53,2.52,43.1,271.01,0
24,92.69,116.85,3.17,42.98,235.2,0
7,99.82,134.64,5.74,50.37,350.58,1
5,83.81,160.99,5.95,26.29,305.49,1
28,89.35,182.96,5.03,33.93,332.76,1
9,84.45,145.89,7.82,75.41,318.43,1
19,100.39,133.9,9.23,38.09,344.49,1
35,80.53,112.44,5.82,57.39,246.47,0
13,80.77,106.39,3.6,48.15,208.78,0
34,101.98,172.03,7.34,45.65,368.97,1
42,95.12,177.83,5.35,29.66,315.14,1
30,95.65,143.21,4.36,78.26,372.23,1
1,62.43,117.7,3.34,67.57,252.72,0
50,73.52,109.49,3.17,63.22,253.48,0
24,89.48,178.16,5.44,50.42,357.43,1
28,88.12,117.2,4.0,45.45,311.27,0
17,57.37,130.09,4.37,50.76,185.05,0
10,99.68,146.32,4.53,31.21,332.94,1
18,124.83,166.67,7.17,64.76,345.33,1
48,103.24,114.51,6.19,52.18,394.46,1
36,96.27,170.27,5.5,30.98,450.08,1
34,102.03,156.9,5.75,73.92,290.5,1
2,108.72,146.09,6.36,78.3,328.83,1
26,73.14,114.22,4.4,27.85,223.92,0
27,96.05,160.97,7.45,44.06,325.1,1
18,88.33,139.93,7.01,53.08,304.76,1
12,92.03,156.6,7.46,25.01,324.35,1
30,71.8,122.98,4.57,61.3,255.99,0
39,98.0,115.84,4.58,72.52,198.76,0
32,61.67,139.24,3.67,60.72,300.48,0
48,79.33,162.2,6.5,41.91,355.98,1
23,62.02,132.68,2.99,61.59,171.08,0
27,106.34,149.55,4.73,50.9,374.7,1
32,114.32,154.74,3.8,54.43,343.82,1
18,86.54,148.41,8.13,42.38,264.62,1
19,104.74,158.31,8.72,26.88,358.36,1
23,98.47,160.73,6.17,62.67,355.18,1
6,79.78,127.6,2.72,31.34,285.17,0
35,117.2,138.73,6.29,77.74,226.91,1
11,104.97,146.25,9.43,22.69,331.52,1
47,84.93,124.43,4.65,51.31,219.07,0
34,75.27,119.09,3.81,46.6,217.54,0
13,93.37,150.77,3.64,64.06,258.54,1
21,72.33,116.91,2.55,28.89,269.73,0
